# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  1
20  0
25  0
30  1
35  1
40  1
45  1
50  2
55  1
60  2
65  3
70  0
75  0
80  1
85  1
90  1
95  0
100  0
105  0
110  0
115  1
120  1
125  1
130  1
135  2
140  1
145  1
150  1
155  2
160  2
165  2
170  1
175  1
