# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  0
20  1
25  1
30  0
35  0
40  0
45  0
50  0
55  0
60  1
65  0
70  1
75  1
80  1
85  1
90  1
95  1
100  1
105  1
110  2
115  2
120  2
125  1
130  0
135  1
140  1
145  1
150  0
155  1
160  1
165  0
170  1
175  1
