# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  0
20  0
25  1
30  0
35  1
40  0
45  1
50  0
55  0
60  1
65  1
70  0
75  0
80  0
85  1
90  1
95  1
100  1
105  1
110  0
115  0
120  0
125  0
130  1
135  1
140  1
145  0
150  0
155  0
160  0
165  0
170  1
175  1
