# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  0
20  1
25  0
30  0
35  0
40  1
45  1
50  1
55  1
60  1
65  1
70  1
75  1
80  1
85  1
90  1
95  1
100  1
105  0
110  0
115  1
120  1
125  1
130  1
135  1
140  2
145  1
150  2
155  1
160  1
165  1
170  2
175  2
